Domain,Brand,Category,Model,Info,Category Id,Root Id,Product Id
adayroi.com,Bảo Minh,"Giấy, sản phẩm về giấy",Giấy vệ sinh Teddy Bear 6 cuộn có lõi (Xanh),"Thành phần chính: 100% bột giấy nhập ngoại. 3 lớp. Túi 6 cuộn có lõi. Hướng dẫn bảo quản Để nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp, tránh xa tầm tay trẻ em Thành phần 100% bột giấy Xuất xứ Việt Nam. Giấy vệ sinh Teddy Bear được sản xuất theo công nghệ của Hàn Quốc với thành phần chính là 100% bột giấy nhập ngoại, đảm bảo an toàn cho sức khỏe người sử dụng. Sản phẩm có thể sử dụng trong nhà vệ sinh, phòng bếp, phòng ngủ và dùng cho nhiều mục đích khác nhau như: Vệ sinh cá nhân Lau bóng đồ bạc và đồ thủy tinh Lau khô tay Lau sạch khu vực chuẩn bị đồ ăn Thấm khô thịt động vật khi chế biến Lau sạch dầu thừa và vết bẩn trên bát đĩa Loại bỏ các vết dầu mỡ trên bếp ",45,8,12011
lazada.vn,Sony,Điện thoại di động,sony xperia z5  /sony z5  máy bao zin bao chính hãng ,"Máy sony z5baođẹp,bao zin . long lanh ,nguyên seal chính hãngfull mọi chức năngbảo hành đầy đủ 12 thángship toàn quốc ",25,1,12012
adayroi.com,Stabilo,Văn phòng phẩm,Combo 10 hộp bút chì màu đa năng Stabilo CarbOthello CLC1448M (Hộp sắt 48 màu)​​,"- Bút chì màu cao cấp nhất của Stabilo. - Màu sắc phong phú, rực rỡ, dễ phối màu, tạo hiệu ứng ấn tượng. - Ruột chì 4.4mm, tô nhanh, khó gãy và tiết kiệm. - Nhiều cách sử dụng khác nhau. Xuất xứ Thương hiệu Đức Quy cách đóng gói 48 màu/hộp Chất liệu Gỗ, chì màu Model 1448M Công dụng Vẽ, tô màu Nhà sản xuất Stabilo. Bút chì màu cao cấp nhất của Stabilo Bút chì màu đa năng Stabilo CarbOthello ​​ ​​​​​ thuộc dòng sản phẩm bút chì màu cao cấp nhất của Stabilo. Thiết kế bút đặc biệt với phần đầu sơn bạc, phần thânthể hiện chân thật nhất màu sắc của của bút.Ngoài ra, trên thân còncó in tên thương hiệu, dòng bút, mã màu để bạn dễ dàng nhận biết. Bút chì màu đa năng Stabilo CarbOthello Gỗ nhẹ chống sốc, bảo vệ ruột chì khó gãy khi rơi Bút sử dụng loại gỗnhẹ chống sốc tốt, bảo vệ ruột chì, hạn chế tối đa tình trạng gãy chì khi rơi, chuốt. Khi sử dụng, ngòi không bị gãy vụn, ít hao, tiết kiệm hơn so với các loại chì thông thường.Hiện nay, bút chì màu Stabilo đang dần trở nên phổ biến hơn với các em nhỏ. Ruột chìto 4.4mm Bút có ruột to với kích thước 4.4mm,lớn hơnso với các loại chì màu thông thường, việc tô màuvẽ nhanh và tiết kiệm hơn. Loại ruột chì to thế này cũng rất phù hợp với trẻ hiếu động, hạn chế tình trạng làm gãy ruột chì. Ruột chì to 4.4mm Màu sắc tươi sáng, sinh động Sản phẩm cho ra màu sắcchân thực và sinh động, lên màu chuẩn ngay từ nét vẽ đầu tiên.Bút có nhiều cách sử dụng khác nhau, có thể dùng như chì màu, màu nước hay màu phấn... Đặc biệt bạn có thể tán màu dễ dàng bằng tay, cọ vẽ... Bộ sưu tập lên đến 60 màuvới đa dạng các màu sắc, rất dễ sử dụng và phối màu. Bạn có thể chọn phong cách 12/24/36/48/60 màu tùy theo nhu cầu sử dụng. Hộp đựng bằng sắt chắc chắn, giúp bảo quản màu tốt hơn, bạn có thể dễ dàng mang theo bên mình khi cần. Bút chì màu đa năng Stabilo CarbOthello ​​sẽ đưa trí tưởng tượng lên những đầu ngón tay và chuyển thành những tác phẩm nghệ thuật của riêng bạn. Cách vẽ với bút chì màu Stabilo Carbothello Thông tin thương hiệu STABILO được thành lập từ năm 1855 với hơn 150 năm kinh nghiệm trong lĩnh vựcsản xuất văn phòng phẩm, đáp ứng nhu cầu của khách hàng. Tới nay, STABILO đã là một thương hiệu đi sâu vào tâm trí giới trẻ khắp châu Âu. Các thiết kế sản phẩm của STABILO luôn đi theo xu hướng hiện đại phù hợp với phong cách sống của mỗi người. Nếu như trước đây chỉ tập trung vào tính năng của bút như lượng mực, nét viết… thì nay, STABILO có những sản phẩm khác đáp ứng nhu cầu của khách hàng - những người cần nhiều hơn nữa ở một cây viết như: bút dạ quang, bút màu để vẽ… Tất cả đã làm cho STABILO là thương hiệu đi đầu trong phát triển ngành hàng văn phòng phẩm. Sản phẩm STABILO chất lượng cao đi đôi với sự sáng tạo rất phù hợp với lối sống trẻ trung và hiện đại. Bút có ruột to với kích thước 4.4mm, tô nhanhhơn.Bộ bút chì được đựng trong hộp gỗcứng cáp, giúp bảo quản bút tốt hơn.",47,8,12013
adayroi.com,Shelton,"Giấy, sản phẩm về giấy",Khăn giấy gói Napkin Shelton 1 lớp 33 x 33 cm (Gói 100 tờ),"- Chất giấy dai, an toàn cùng khả năng thấm hút tốt. - Loại giấy rút tiện dụng dễ lấy khi cần. - Được đóng gói sạch sẽ, bắt mắt. Xuất xứ Việt Nam Quy cách đóng gói 100 tờ/gói Hướng dẫn bảo quản Để nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp, tránh xa tầm tay trẻ em Hướng dẫn sử dụng Mở rãnh cắt đứt phía trên, sau đó rút giấy ra và sử dụng Quy cách đóng gói Gói 100 tờ Khối lượng 200g Kích thước 33 x 33 (cm) Thành phần 100% bột giấy Xuất xứ Việt Nam. Khăn giấy gói Napkin Shelton 1 lớp 100 tờ được làm từ 100% bột giấy cao cấp, không chứa chất huỳnh quang, không gây hại cho sức khỏe người dùng. Sản phẩm có thể dùng được với làn da nhạy cảm, giúp bạn thật an tâm khi sử dụng. Khăn giấy gói Napkin Shelton 1 lớp 100 tờ được đóng gói lịch sự, kích thước khăn 33 x 33 cm,có thể sử dụng trong phòng khách, phòng ngủ, trên xe ô tô… Sản phẩm phục vụ nhiều mục đích khác nhau như lau mồ hôi, lau vết bẩn... phục vụ các nhu cầu cần thiết của bạn. Giấy có độ dai cao, không dễ bị rã khi lau nước, dễ tách rời từng lớp khi sử dụng.",45,8,12014
sendo.vn,,Bánh mứt,Bánh sanwich sữa chua Đài Loan thùng 2kg date mới," THUỘC TÍNH SẢN PHẨM Xuất xứ: Đài Loan. CHI TIẾT SẢN PHẨM Bánh sandwich kẹp nhân sữa chua Đài Loan ,ăn là nghiền, vỏ bánh mềm mịn, nhân bánh kẹp sữa chua ngậy mà không ngấy. Thích hợp cho cả người lớn và trẻ nhỏ. Sỉ sll inbox zalo 0912 441 083 ",182,9,12015
adayroi.com,Arsenal,Bánh,Bánh quy Arsenal Assorted Biscuits hộp 380g,"Bao bì sản phẩm có thể thay đổi theo Nhà cung cấp. Hương vị thơm ngon, độc đáo. Đảm bảo cho sức khỏe của mọi người. Bao bì đóng gói sang trọng, bắt mắt. Xuất xứ Thái Lan Thành phần Bột mì, bơ, đường, trứng, dừa, bột nở, muối… Khối lượng 380g Hướng dẫn sử dụng Dùng ngay sau khi mở bao bì Hướng dẫn bảo quản Bảo quản nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp Hạn sử dụng 12 tháng kể từ ngày sản xuất. Bánh quy Arsenal Assorted Biscuits được sản xuất theo công thức bánh truyền thống kiểu Đan Mạch, có hương vị thơm ngon, giòn béo, hợp khẩu vị người Việt. Bánh được làm từ các nguyên liệu cao cấp: bột mì, bơ, đường, bột cacao, bột sữa, hương vani... giòn tan với rất nhiều hương vị hấp dẫn,giúp bạn dễ dàng lựa chọn khi thưởng thức. Sản phẩm bao gồm nhiều loại bánh quy với hình dáng đa dạng, không chỉ mang đến hương vị thơm ngon mà còn cung cấp năng lượng cần thiết cho cơ thể. Bánh quy Arsenal Assorted Biscuits hộp 380g Bánh quy Arsenal Assorted Biscuits​ được nhập khẩu trực tiếp từ Thái Lan, sản xuất trên dây chuyền công nghệ hiện đại, đảm bảo các tiêu chuẩn về vệ sinh thực phẩm. Sản phẩm được đóng hộp đẹp mắt, thích hợp dùng làm quà biếu tặng trong những dịp lễ, Tếtvà tiện lợi khi sử dụng, bảo quản.",182,9,12016
mediamart.vn,Dell,Máy tính để bàn,Máy tính để bàn Dell Ins 3670(MTI31410-4G-1T)i3-8100/4GB/1TB/DVDRW," . CPU: Intel Core i3-8100 ( 3.60 Ghz, 6MB). RAM: 4GB/HDD: 1TB. . . . . Hình ảnh tham khảo: Máy tính để bàn Dell Ins 3670(MTI31410-4G-1T)i3-8100/4GB/1TB/DVDRW. . . . . . . . . . . . . . . Thông số kỹ thuật: Máy tính để bàn Dell Ins 3670(MTI31410-4G-1T)i3-8100/4GB/1TB/DVDRW. . . . . . . . . . Thông tin: Máy tính để bàn Dell Ins 3670(MTI31410-4G-1T)i3-8100/4GB/1TB/DVDRW. . . . . . Model. . •. Dell Inspiron 3670 (MTI31410-4G-1T). . . . Bộ vi xử lý. . •. Intel Core i3-8100 ( 3.60 Ghz, 6MB). . . . Bộ nhớ RAM. . • Ram. 4GB (1X4GB) Single Channel, DDR4, 2400MHz; up to 32GB. . . . Dung lượng ổ cứng. . • HDD. 3.5"" 1TB 7200 rpm Hard Drive. . . . Ổ quang. . • DVD-RW. . . . Card đồ họa. . • Intel UHD Graphics 630. . . . Chipset. . • Intel. . . . Kết nối. . • Dell Wireless 1707 Card (802.11bgn + Bluetooth 4.0, 1x1). . . . Kết nối LAN. . • 10/100/1000 Gigabit Ethernet. . . . Màu sắc. . • Black. . . . Card Reader. . • Front: 1 5:1 MCR, 1 Audio Combo Jack, 2 USB 3.1 Gen 1 Type-A. • Rear: 1 Line in/out and Microphone Port, 1 VGA, 1 HDMI out, 4 USB 2.0, 1 Network Port, 2 PCIe x1 + 1 PCIe x16. . . . Bàn phím. . • Dell Wired Keyboard KB216 Black (English). . . . Chuột. . • Dell Wired Mouse MS116 Black. . . . Trọng lượng. . • 5.90kg. . . . Hệ điều hành. . •. Ubuntu. . . . Kích thước. . • 373.7 x 160 x 294mm. . . . . . . . . . . Tư Vấn Mua Máy tính để bàn. . . . . . ",4,1,12017
mediamart.vn,AQua,Máy giặt,Máy giặt siêu âm 8Kg AQUA AQ-U800AT," . Lồng giặt nghiêng tiết kiệm nước và giặt hiệu quả.. Chức năng Nano Ag+ kháng khuẩn, khử mùi.. Công nghệ giặt tạo sóng siêu âm, giặt sạch hiệu quả.. Van đặc biệt, ổn định nguồn nước.. . . . . Hình ảnh tham khảo: Máy giặt siêu âm 8Kg AQUA AQ-U800AT. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Thông số kỹ thuật: Máy giặt siêu âm 8Kg AQUA AQ-U800AT. . . . ĐẶC ĐIỂM SẢN PHẨM. . . Kiểu máy giặt. . Cửa trên. . . . Kiểu lồng giặt. . Lồng nghiêng. . . . Khối lượng giặt. . 8Kg. . . . Tốc độ quay vắt (vòng/ phút). . 820 vòng/phút. . . . Truyền động. . Bằng dây Curoa. . . . Lượng nước tiêu thụ (lít). . 123 lít. . . . Công suất (W). . 425. . . . Bảng điều khiển. . Tiếng Việt. . . CÔNG NGHỆ. . . Chế độ giặt. . 10 chương trình giặt. . . . Công nghệ giặt. . Công nghệ sóng siêu âm. . . . Tính năng. . Công nghệ sóng siêu âm, Bộ phận lọc xơ vải, Tự khởi động lại khi có điện, Hẹn giờ, Khóa trẻ em, Vệ sinh lồng giặt, Khử mùi kháng khuẩn, Vắt cực khô. . . THÔNG TIN CHUNG. . . Số người sử dụng. . 4 - 5 người (7.5 - 8.5 Kg). . . . Chất liệu lồng giặt. . Thép không gỉ. . . . Trọng lượng (kg). . 42.3 kg. . . . Xuất xứ. . Việt Nam. . . . Bảo hành. . 24 tháng. . . . . . . . . Thông tin: Máy giặt siêu âm 8Kg AQUA AQ-U800AT. . . Kiểu dáng đơn giản, hiện đại. Máy giặt AQUA 8 kg AQW-U800AT có kiểu dáng đơn giản mà hiện đại đặc trưng của hãng sản xuất Aqua. Nắp máy trong suốt giúp người dùng dễ dàng quan sát quá trình giặt giũ bên trong.. Chiếc máy giặt này có khối lượng giặt lên đến 8 kg sẽ rất phù hợp với những gia đình đông thành viên (4 – 5 người).. . . . Công nghệ giặt bằng sóng siêu âm. Aqua là một trong những hãng tiên phong tron việc ứng dụng công nghệ sóng siêu âm vào việc giặt giũ. Sóng siêu âm sẽ tạo ra hàng triệu bọt khí vỡ ra mỗi phút giúp đánh tan các vết bẩn cứng đầu, đồng thời giúp tiết kiệm bột giặt và giữ quần áo của bạn thêm bền lâu.. . . Cấu tạo thùng nghiêng đặc biệt. Nhờ được trang bị lồng giặt nghiêng, máy giặt AQUA AQW-U800AT có khả năng tác động 3 chiều lên quần áo cho hiệu quả giặt sạch mà lại tiết kiệm nước, dễ dàng lấy quần áo ra ngoài mà ko phải khom lưng quá nhiều.. . . Chế độ giặt nhiều luồng nước phun. Chế độ giặt nhiều luồng nước phun là một cải tiến đặc biệt trên chiếc máy giặt của Aqua này, giúp tăng cường hiệu quả giặt sạch cho máy.. . . Mâm giặt phủ Nano bạc. Ngoài ra, mâm giặt của máy còn có khả năng sản sinh ra các phân tự bạc giúp khử trùng nước, loại bỏ những tác nhân gây dị ứng trên da của người dùng.. . . Chương trình giặt đa dạng. Máy còn được trang bị đến 10 chương trình giặt giúp thoải mái đáp ứng nhiều nhu cầu giặt giũ một cách tối ưu cho người dùng.. . . . . . Tư Vấn Mua Máy giặt. . . . . . ",30,1,12018
adayroi.com,Trà Đại Gia,Trà,Trà thanh nhiệt Trà Đại Gia gói 200g,"Bao bì sản phẩm có thể thay đổi theo nhà cung cấp . Nguồn nguyên liệu đảm bảo an toàn vệ sinh . Thức uống có lợi cho sức khỏe . Sản phẩm dạng bột hòa tan tiện lợi . Xuất xứ Việt Nam Khối lượng 200 Quy cách đóng gói Gói Hướng dẫn sử dụng Xé miệng túi, đổ trà vào ấm. chế khoảng 100ml nước sôi, hãm sau 5 phút rót ra chén rồi thưởng thức Hướng dẫn bảo quản Bảo quản nơi khô ráo, tránh ẩm, tránh ánh nắng mặt trời Thành phần cơ bản Thảo quyết minh, gạo rang, nụ hòe, cam thảo. Trà thanh nhiệt Trà Đại Gia được làm từ thảo quyết minh, cam thảo bắc, hoa hòe và atiso đã được sấy khô và nghiền nhỏ. Mọi nguyên liệu đều được chon lọc kỹ lưỡng và sơ chế đảm bảo vệ sinh, đem đến một sản phẩm chất lượng đã được sự tin yêu của người tiêu dùng kiểm chứng.Sản phẩm Trà thanh nhiệtTrà Đại Gia đã được thiết kế dạng bột hòa tan tiện lợi, giúp bạn tiết kiệm tối đa thời gian pha chế. Chỉ mất ít phút thôi, bạn đã có thể xóa bay mọi mệt mỏi và tập trung tinh thần cao độ quay trở lại công việc. Trà thanh nhiệt Trà Đại Gia Trà thanh nhiệt Trà Đại Gia không chỉ là một thức trà giải khát thơm ngon mà còn là một thực phẩm chức năng bổ dưỡng đối với sức khỏe. Sử dụng trà hàng ngày sẽ giúp làm giảm triệu chứng cao huyết áp, tiêu đường, mỡ trong máu, tim hồi hộp, mất ngủ, suy nhước thần kinh, ăn uống khó tiêu, giúp lợi tiểu và bảo vệ gan.",62,9,12019
adayroi.com,Kim Bôi,Đồ hộp,Măng nứa tươi Kim Bôi túi 1kg,"Quá trình sơ chế đảm bảo vệ sinh an toàn thực phẩm. Cung cấp nhiều chất dinh dưỡng cho cơ thể. Có thể chế biến thành nhiều món ăn ngon. Khối lượng 1kg Quy cách đóng gói Túi Hạn sử dụng 12 tháng Hướng dẫn sử dụng Rửa, xé măng theo thớ, chế biến chay/mặn với các thực phẩm khác. Hợp với các món xào, bún miến, hầm, lẩu, kho cá...  Hướng dẫn bảo quản Bảo quản ở nơi khô mát, tránh ánh nắng mặt trời Thành phần cơ bản  Măng nứa tươi, nước, muối, chất điều chỉnh độ acid (INS330), chất bảo quản INS211)  Xuất xứ Việt Nam. Măng nứa tươi Kim Bôi được chọn lọc từmăng nứatự nhiên. Trong măng chứa khá nhiều magiêvà rất giàu chất xơ. Với hàm lượng chất béo, chất đường rất thấp và giàu chất xơ, măng là loại thực phẩm có tác dụng thúc đẩy nhu động ruột, trợ giúp tiêu hóa, phòng chống có hiệu quả tình trạng béo phì, xơ vữa động mạch, cao huyết áp. Canh măng Măng nứa tươi là thực phẩm quen thuộc giàu dinh dưỡng, có thể chế biến được nhiều món trong bữa ăn hàng ngày. Cùng với các thực phẩm khác, bạn có thể chế biến măng nứa tươi thành nhiều món ăn ngon miệng như canh măng ngan, bún măng, măng nứa xào thịt bò... Măng nứa tươi Kim Bôi được ngâm trongdung dịch nước đun sôi, muối và axit citric trước khi đóng gói,không sử dụng các chất bảo quản độc hại nên rấtan toàn cho sức khoẻ cho người sử dụng.",183,9,12020
mediamart.vn,LG,Máy giặt,Máy giặt 8.5Kg LG T2385VS2W Smart Inverter," . - Công nghệ Smart Inverter tiết kiệm năng lượng, tăng hiệu năng giặt.. - Bảo hành 10 năm cho động cơ Inverter. - Giặt mạnh mẽ & giảm xoắn rối hiệu quả với công nghệ Giặt xoay chiều Turbo drum và đấm nước Punch+3. - Lồng giặt bằng thép không gỉ. . . . . Hình ảnh tham khảo: Máy giặt 8.5Kg LG T2385VS2W Smart Inverter. . . . . . . . . . . . . . . . . . . . . Thông số kỹ thuật: Máy giặt 8.5Kg LG T2385VS2W Smart Inverter. . . . ĐẶC ĐIỂM SẢN PHẨM. . . Kiểu máy giặt. . Cửa trên. . . . Kiểu lồng giặt. . Lồng đứng. . . . Khối lượng giặt. . 8.5Kg. . . . Truyền động. . Bằng dây Curoa. . . . Bảng điều khiển. . Tiếng Việt. . . CÔNG NGHỆ. . . Công nghệ giặt. . Punch+3, Turbo Drum. . . . Thiết kế lồng giặt. . Lồng giặt Turbo Drum. . . . Tính năng. . Vắt khô nhanh, Tiết kiệm nước, Tiết kiệm điện, Tự khởi động lại khi có điện, Chống xoắn quần áo, Hẹn giờ, Tự động vệ sinh lồng giặt. . . THÔNG TIN CHUNG. . . Số người sử dụng. . 4 - 5 người (7.5 - 8.5 Kg). . . . Chất liệu lồng giặt. . Thép không gỉ. . . . Xuất xứ. . Việt Nam. . . . . . . . . Thông tin: Máy giặt 8.5Kg LG T2385VS2W Smart Inverter. . . . . Thiết kế bảng điều khiển tiếng Việt đơn giản, dễ dàng sử dụng. . Máy giặt LG Inverter 8.5 kg T2385VS2W có thiết kế sắc trắng trung tính, phù hợp với mọi không gian nội thất. Đi cùng bảng điều khiển tiếng Việt đơn giản, máy giặt giúp bạn dễ dàng thao tác và sử dụng.. . . Khối lượng giặt 8.5 kg nhưng vẫn tiết kiệm điện năng hiệu quả. . Mặc dù sở hữu khối lượng giặt tương đối lớn là 8.5 kg (cho gia đình 4-5 thành viên), chiếc máy giặt LG này vẫn mang lại khả năng vận hành êm ái và tiết kiệm điện năng vô cùng hiệu quả lên đến 36% với công nghệ Smart Inverter hiện đại.. . . Quần áo được giặt sạch và giảm xoắn rối hiệu quả với thiết kế lồng giặt TurboDrum và đấm nước Punch+3. . Với thiết kế lồng giặt TurboDrum kết hợp cùng đấm nước Punch+3, máy giặt sẽ tạo ra những xoáy nước mạnh mẽ, đưa đồ giặt lên xuống liên tục, đánh bay mọi vết bẩn cứng đầu, đồng thời làm giảm xoắn rối hiệu quả nhất.. . . Tiết kiệm thời gian và chi phí đến trung tâm bảo hành nhờ chức năng chẩn đoán thông minh qua SmartPhone. . Nỗi lo lắng mỗi khi máy gặp sự cố phải đưa đến trung tâm bảo hành vừa tốn thời gian và chi phí sẽ không còn nữa vì đã có tính năng chẩn đoán thông minh bằng điện thoại Smartphone được LG tích hợp trên máy giặt LG T2385VS2W.. . . Chủ động thời gian giặt giũ với tính năng hẹn giờ giặt xong. . Khi bạn có việc cần ra ngoài và muốn chiếc máy giặt của mình vận hành trong lúc bạn vắng mặt thì đã có tính năng hẹn giờ giặt xong. Với tính năng này bạn có thể chủ động thời gian giặt giũ theo mong muốn, vô cùng tiện lợi.. . . . . . . Tư Vấn Mua Máy giặt. . . . . . ",30,1,12021
adayroi.com,Raid,"Hóa phẩm, chất tẩy",Bình xịt muỗi Raid hương Lavender 600ml,". Dung tích 600ml Xuất xứ Việt Nam Hướng dẫn bảo quản Bảo quản nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp, tránh xa tầm tay trẻ nhỏ Thành phần Tetramethrin, D-allethrin, D-phenothrin, khí hóa lỏng, kerosense, hương lavender Công dụng Giúp diệt muỗi hiệu quả, bảo vệ gia đình khỏi muỗi truyền bệnh sốt xuất huyết Hướng dẫn sử dụng Lắc đều trước khi sử dụng Quy cách đóng gói Chai. - Bình xịt muỗi Raid hương Lavender 600ml có tác dụng tiêu diệt côn trùng nhanh chóng và hiệu quả tức thì giúp bạn gạt bỏ mọi nỗi lo về các chứng bệnh do côn trùng gây ra như: sốt xuất huyết, nguồn bệnh từ gián, kiến khoang... - Sản phẩm mang đến cho bạn và gia đình không gian thông thoáng, đuổi sạch ruồi muỗi và côn trùng với hương thơm tươi mát, trong lành đem lại cảm giác thoải mái dễ chịu. - Thiết kế nhỏ gọn, tiện sử dụng cả ở những góc khuất khó di chuyển như dưới gầm giường, góc tủ… Đặc biệt Bình xịt muỗi Raid hương Lavender 600ml không chứa thành phần gây hại cho sức khỏe của gia đình bạn.",42,8,12022
mediamart.vn,Electrolux,Điều hòa nhiệt độ,Điều hòa 1 chiều Electrolux ESM09CRO-A3 - 9.000BTU," . Hướng gió 3D phân bổ không khí lạnh đều khắp phòng . Chế độ ngủ đảm bảo giấc ngủ ngon cho người dùng. Chế độ làm lạnh nhanh Turbo. . . . . Hình ảnh tham khảo: Điều hòa 1 chiều Electrolux ESM09CRO-A3 - 9.000BTU. . . . . . . . . . . . . . . . . . . . . Thông số kỹ thuật: Điều hòa 1 chiều Electrolux ESM09CRO-A3 - 9.000BTU. . . . ĐẶC ĐIỂM SẢN PHẨM. . . Loại máy. . Điều hòa một chiều. . . . Kiểu máy. . Treo tường. . . . Công suất. . 9000 BTU. . . CÔNG NGHỆ. . . Tấm lọc. . HD, Active Plasma. . . . Chế độ lọc. . Kháng khuẩn, Khử mùi. . . . Công nghệ làm lạnh nhanh. . Turbo. . . . Tính năng. . Hẹn giờ bật tắt máy, Chức năng tự chẩn đoán lỗi, Chức năng tự làm sạch, Làm lạnh nhanh tức thì, Màn hình hiển thị nhiệt độ, Chế độ điều chỉnh nhiệt độ chính xác iFeel. . . THÔNG TIN CHUNG. . . Sử dụng ga. . R32. . . . Xuất xứ. . Thái Lan. . . . Bảo hành. . 24 tháng. . . . . . . . . Thông tin: Điều hòa 1 chiều Electrolux ESM09CRO-A3 - 9.000BTU. . . Thiết kế sang trọng. . Điều hòa 1 Chiều Electrolux ESM09CROA3 9.000BTU mang lại một không gian sống tiện nghi và mát mẻ với thiết kế màu trắng, nhỏ gọn phù hợp với mọi không gian nội thất trong phòng.. . . Làm lạnh nhanh. . Với phím bấm Turbo, cánh quạt của máy điều hòa sẽ được tăng tốc đến tốc độ cực đại, làm cho máy điều hòa hoạt động với công suất tối đa, giúp máy đạt đến độ lạnh nhanh chóng.. . . Công suất 9.000 BTU. . Điều hòa Electrolux có công suất 9000BTU với nhiều tính năng tiên tiến giúp làm mát không gian nhanh chóng với diện tích khoảng 15m2.. . . Công nghệ I FEEL. . Công nghệ I-FEEL. nhận biết chính xác vị trí ngồi của bạn trong phòng, từ đó điều hòa sẽ tự động điều chỉnh nhiệt độ bạn mong muốn một cách chính xác nhất ngay tại vị trí này.. . . Chế độ ngủ êm. . Điều hòa. có chế độ ngủ êm. Chế độ này sẽ tự động điều chỉnh nhiệt độ hợp lý mang đến bạn một giấc ngủ ngon và sâu hơn, không bị lạnh ban đêm.. . . Môi chất lạnh R-32. . Điều hòa Electrolux sử dụng dung môi chất lạnh R-32 giúp bảo vệ môi trường an toàn cho sức khỏe của người dùng. Gas R-32 có chỉ số làm nóng trái đất thấp và không suy giảm tầng ozone.. . . . . . . Tư Vấn Mua Điều hòa. . . . . . ",31,1,12023
